matching.btree_spp,link_sp_name,cz,BL_latin,c_name,sister_split
Metopothrix aurantiaca,orange-fronted-plushcrown-metopothrix-aurantiaca,ok,Metopothrix aurantiaca,Orange-fronted Plushcrown,
Metriopelia aymara,golden-spotted-ground-dove-metriopelia-aymara,ok,Metriopelia aymara,Golden-spotted Ground-dove,
Metriopelia ceciliae,bare-faced-ground-dove-metriopelia-ceciliae,ok,Metriopelia ceciliae,Bare-faced Ground-dove,
Metriopelia melanoptera,black-winged-ground-dove-metriopelia-melanoptera,ok,Metriopelia melanoptera,Black-winged Ground-dove,
Micrastur mirandollei,slaty-backed-forest-falcon-micrastur-mirandollei,ok,Micrastur mirandollei,Slaty-backed Forest-falcon,
Micrastur ruficollis,barred-forest-falcon-micrastur-ruficollis,ok,Micrastur ruficollis,Barred Forest-falcon,
Micrastur semitorquatus,collared-forest-falcon-micrastur-semitorquatus,ok,Micrastur semitorquatus,Collared Forest-falcon,
Microbates cinereiventris,tawny-faced-gnatwren-microbates-cinereiventris,ok,Microbates cinereiventris,Tawny-faced Gnatwren,
Microcerculus philomela,northern-nightingale-wren-microcerculus-philomela,ok,Microcerculus philomela,Northern Nightingale-wren,
Microchera albocoronata,snowcap-microchera-albocoronata,ok,Microchera albocoronata,Snowcap,
Microdynamis parva,dwarf-koel-microdynamis-parva,ok,Microdynamis parva,Dwarf Koel,
Microeca fascinans,jacky-winter-microeca-fascinans,ok,Microeca fascinans,Jacky Winter,
Microhierax caerulescens,collared-falconet-microhierax-caerulescens,ok,Microhierax caerulescens,Collared Falconet,
Microligea palustris,green-tailed-warbler-microligea-palustris,ok,Microligea palustris,Green-tailed Warbler,
Micromonacha lanceolata,lanceolated-monklet-micromonacha-lanceolata,ok,Micromonacha lanceolata,Lanceolated Monklet,
Microparra capensis,lesser-jacana-microparra-capensis,ok,Microparra capensis,Lesser Jacana,
Micropsitta bruijnii,red-breasted-pygmy-parrot-micropsitta-bruijnii,ok,Micropsitta bruijnii,Red-breasted Pygmy-parrot,
Micropsitta finschii,green-pygmy-parrot-micropsitta-finschii,ok,Micropsitta finschii,Green Pygmy-parrot,
Micropsitta keiensis,yellow-capped-pygmy-parrot-micropsitta-keiensis,ok,Micropsitta keiensis,Yellow-capped Pygmy-parrot,
Micropsitta meeki,yellow-breasted-pygmy-parrot-micropsitta-meeki,ok,Micropsitta meeki,Yellow-breasted Pygmy-parrot,
Micropsitta pusio,buff-faced-pygmy-parrot-micropsitta-pusio,ok,Micropsitta pusio,Buff-faced Pygmy-parrot,
Micropygia schomburgkii,ocellated-crake-micropygia-schomburgkii,ok,Micropygia schomburgkii,Ocellated Crake,
Microrhopias quixensis,dot-winged-antwren-microrhopias-quixensis,ok,Microrhopias quixensis,Dot-winged Antwren,
Miliaria calandra,corn-bunting-emberiza-calandra,ok,Emberiza calandra,Corn Bunting,
Milvago chimachima,yellow-headed-caracara-milvago-chimachima,ok,Milvago chimachima,Yellow-headed Caracara,
Milvus milvus,red-kite-milvus-milvus,ok,Milvus milvus,Red Kite,
Mimus gilvus,tropical-mockingbird-mimus-gilvus,ok,Mimus gilvus,Tropical Mockingbird,
Mimus graysoni,socorro-mockingbird-mimus-graysoni,ok,Mimus graysoni,Socorro Mockingbird,
Mimus gundlachii,bahama-mockingbird-mimus-gundlachii,ok,Mimus gundlachii,Bahama Mockingbird,
Mimus longicaudatus,long-tailed-mockingbird-mimus-longicaudatus,ok,Mimus longicaudatus,Long-tailed Mockingbird,
Mimus macdonaldi,espanola-mockingbird-mimus-macdonaldi,ok,Mimus macdonaldi,Espanola Mockingbird,
Mimus melanotis,san-cristobal-mockingbird-mimus-melanotis,ok,Mimus melanotis,San Cristobal Mockingbird,
Mimus parvulus,galapagos-mockingbird-mimus-parvulus,ok,Mimus parvulus,Galapagos Mockingbird,
Mimus patagonicus,patagonian-mockingbird-mimus-patagonicus,ok,Mimus patagonicus,Patagonian Mockingbird,
Mimus polyglottos,northern-mockingbird-mimus-polyglottos,ok,Mimus polyglottos,Northern Mockingbird,
Mimus saturninus,chalk-browed-mockingbird-mimus-saturninus,ok,Mimus saturninus,Chalk-browed Mockingbird,
Mimus thenca,chilean-mockingbird-mimus-thenca,ok,Mimus thenca,Chilean Mockingbird,
Mimus trifasciatus,floreana-mockingbird-mimus-trifasciatus,ok,Mimus trifasciatus,Floreana Mockingbird,
Mimus triurus,white-banded-mockingbird-mimus-triurus,ok,Mimus triurus,White-banded Mockingbird,
Minla cyanouroptera,blue-winged-minla-siva-cyanouroptera,ok,Siva cyanouroptera,Blue-winged Minla,
Minla ignotincta,red-tailed-minla-minla-ignotincta,ok,Minla ignotincta,Red-tailed Minla,
Minla strigula,bar-throated-minla-chrysominla-strigula,ok,Chrysominla strigula,Bar-throated Minla,
Mino anais,golden-myna-mino-anais,ok,Mino anais,Golden Myna,
Mino dumontii,long-tailed-myna-mino-kreffti,ok,Mino kreffti,Long-tailed Myna,
Mino dumontii,yellow-faced-myna-mino-dumontii,ok,Mino dumontii,Yellow-faced Myna,
Mirafra passerina,monotonous-lark-mirafra-passerina,ok,Mirafra passerina,Monotonous Lark,
Mitrephanes phaeocercus,tufted-flycatcher-mitrephanes-phaeocercus,ok,Mitrephanes phaeocercus,Tufted Flycatcher,
Mitrospingus cassinii,dusky-faced-tanager-mitrospingus-cassinii,ok,Mitrospingus cassinii,Dusky-faced Tanager,
Mitrospingus oleagineus,olive-backed-tanager-mitrospingus-oleagineus,ok,Mitrospingus oleagineus,Olive-backed Tanager,
Mitu mitu,alagoas-curassow-mitu-mitu,ok,Mitu mitu,Alagoas Curassow,
Mitu tomentosum,crestless-curassow-mitu-tomentosum,ok,Mitu tomentosum,Crestless Curassow,
Mitu tuberosum,razor-billed-curassow-mitu-tuberosum,ok,Mitu tuberosum,Razor-billed Curassow,
Mniotilta varia,black-and-white-warbler-mniotilta-varia,ok,Mniotilta varia,Black-and-white Warbler,
Modulatrix stictigula,spot-throat-modulatrix-stictigula,ok,Modulatrix stictigula,Spot-throat,
Mohoua ochrocephala,yellowhead-mohoua-ochrocephala,ok,Mohoua ochrocephala,Yellowhead,
Molothrus ater,brown-headed-cowbird-molothrus-ater,ok,Molothrus ater,Brown-headed Cowbird,
Molothrus bonariensis,shiny-cowbird-molothrus-bonariensis,ok,Molothrus bonariensis,Shiny Cowbird,
Molothrus oryzivorus,giant-cowbird-molothrus-oryzivorus,ok,Molothrus oryzivorus,Giant Cowbird,
Momotus aequatorialis,highland-motmot-momotus-aequatorialis,ok,Momotus aequatorialis,Highland Motmot,
Momotus mexicanus,russet-crowned-motmot-momotus-mexicanus,ok,Momotus mexicanus,Russet-crowned Motmot,
Momotus momota,trinidad-motmot-momotus-bahamensis,ok,Momotus bahamensis,Trinidad motmot,
Momotus momota,whooping-motmot-momotus-subrufescens,ok,Momotus subrufescens,Whooping motmot,
Momotus momota,blue-diademed-motmot-momotus-lessonii,ok,Momotus lessonii,Blue-diademed Motmot,
Momotus momota,blue-crowned-motmot-momotus-coeruliceps,ok,Momotus coeruliceps,Blue-crowned Motmot,
Momotus momota,amazonian-motmot-momotus-momota,ok,Momotus momota,Amazonian Motmot,
Monarcha axillaris,black-monarch-symposiachrus-axillaris,ok,Symposiachrus axillaris,Black Monarch,
